,tweet_id,text,favorite_count,retweet_count,created_at
153,1060539380769660934,Renewed strength in the Upper Midwest would be great news for Democrats. https://t.co/q7fYvWXiI3,30,8,Thu Nov 08 14:27:46 +0000 2018
154,1060538906595098624,RT @marklevinshow: Horror https://t.co/3hwvVhv7EE,0,227,Thu Nov 08 14:25:53 +0000 2018
155,1060538387231199232,RT @jpodhoretz: @samstein his resume is that he was chief of staff for Ashcroft and then US Attorney in Iowa. That's actually his resume.,0,31,Thu Nov 08 14:23:50 +0000 2018
156,1060537842143649793,RT @marklevinshow: Another that the media ignore https://t.co/YdsnLLDzqj,0,2090,Thu Nov 08 14:21:40 +0000 2018
157,1060537417994653697,"RT @WillieGeist: This is Ventura County Sherrif’s Sgt. Ron Helus, killed as he responded to stop the mass shooting at Borderline Bar and Gr…",0,6243,Thu Nov 08 14:19:58 +0000 2018
158,1060537245428473857,"RT @realDailyWire: So It Begins | The @BenShapiro Show Ep. 654

WATCH: https://t.co/LozIlT3p6J https://t.co/71vyupmz5l",0,19,Thu Nov 08 14:19:17 +0000 2018
159,1060536899213893632,"6ix9ine's manager faces assault charges after turning himself in for his alleged role in a New York shooting that led to one of Tekashi's associates being shot

https://t.co/r6LIuCQzR6",38,5,Thu Nov 08 14:17:55 +0000 2018
160,1060536841391067141,RT @laurennnjoness2: my history professor is tired of our shit https://t.co/iYqe0N2tOc,0,18115,Thu Nov 08 14:17:41 +0000 2018
161,1060536681529405442,"RT @MaxRose4NY: You might be seeing a lot of hot takes about how we won. Here’s the truth - it wasn’t that complicated: 

✅ Knock on every…",0,319,Thu Nov 08 14:17:03 +0000 2018
162,1060536463618531328,RT @SonnyBunch: I’m sad this is no longer what Jim Acosta’s profile looks like because it’s kind of perfect. https://t.co/wh4JqU0K3k,0,168,Thu Nov 08 14:16:11 +0000 2018
163,1060536216943124480,RT @charlescwcooke: Wishing a speedy recovery to Justice Ginsburg. Broken ribs are excruciating.,0,431,Thu Nov 08 14:15:12 +0000 2018
164,1060536042925711361,RT @EdMorrissey: Yikes. https://t.co/bCsgkgxRfP,0,20,Thu Nov 08 14:14:31 +0000 2018
165,1060535995806990336,"Among the uncalled Senate races, we have Arizona as Lean R, Florida as Likely R, and the Mississippi special election also as Likely R.

Republicans will net 3 seats from Democrats if they win all 3.",192,71,Thu Nov 08 14:14:19 +0000 2018
166,1060534940293627904,Planned work reported on #Ntrain #Qtrain #Rtrain #Wtrain [W] Service is replaced by [N] trains between 57 St-7 Av in Manhattan and Ditmars Blvd in Queens[W] Trains run every 20 minutes in Manhattan #MTA https://t.co/jh4U3Ctg8s,0,0,Thu Nov 08 14:10:08 +0000 2018
167,1060534255284113411,"Blac Youngsta is hilarious

https://t.co/dLzLvchyhd",86,20,Thu Nov 08 14:07:24 +0000 2018
168,1060533455468007424,"NY-27 (Chris Collins) is another one where there's some disagreement on whether the race can be called. After looking at it, we're moving it to Likely R. The margin is ~2700 with ~10K absentees to be counted. Highly likely Collins wins but not 100% safe. https://t.co/bOeEXtYdMd",222,61,Thu Nov 08 14:04:14 +0000 2018
169,1060532845356158977,RT @ollie: the world chess championship starts tomorrow. here’s the american who could win it: https://t.co/Ctk4UF6zc0,0,50,Thu Nov 08 14:01:48 +0000 2018
170,1060532814544801793,Wells Fargo admitted that 545 of its customers lost their homes thanks to “an internal underwriting error” in its software. https://t.co/8OsYxfEI2T,37,32,Thu Nov 08 14:01:41 +0000 2018
171,1060532244970958848,"Allonzo Trier Full Highlights 2018.11.07 Knicks vs Hawks – 16 Pts, NASTY Crossover! | FreeDawkins https://t.co/PbBNIPB1fi",2,0,Thu Nov 08 13:59:25 +0000 2018
172,1060528623143346176,"This has to be a first, right?

https://t.co/LGAdHeBqhG",134,32,Thu Nov 08 13:45:02 +0000 2018
173,1060528533913636864,Tyson Chandler On Lakers Reception When He Checked In For First Time https://t.co/0gCmqakD0g,2,0,Thu Nov 08 13:44:40 +0000 2018
174,1060527298162634752,"Missed one: We're also rating TX-23, which has been called by some networks and not others, as Likely R.

Most likely, though, it will be the five in the middle, CA-10, CA-39, CA-45, ME-2 and NJ-3, that determine where we end up on the scale from D+35 to D+40.",377,90,Thu Nov 08 13:39:46 +0000 2018
175,1060525302915440646,"Here's how we rate the remaining uncalled races. In several of these, there are concessions but no official @ABC or AP call:
Solid D (&gt;=95%)—CA-48, CA-49, WA-8
Likely D (~85%)—NM-2, UT-4
Lean D (~65%)—CA-10, CA-39
Tossup (~50%)—CA-45, ME-2, NJ-3
Lean R
Likely R
Solid R—MN-1, NC-9",497,155,Thu Nov 08 13:31:50 +0000 2018
176,1060524664949219329,Tim Hardaway Jr Full Highlights 2018.11.07 Knicks vs Hawks – 34 Pts! | FreeDawkins https://t.co/MkH7aGVcVN,0,0,Thu Nov 08 13:29:18 +0000 2018
177,1060522906327879685,These aren’t your slightly older sibling’s Lakers. #LakeShow https://t.co/otAnpkxkX5,58,11,Thu Nov 08 13:22:19 +0000 2018
178,1060522275030601730,Democrats won The Ossoff Seat. https://t.co/MrHrWGGu03,9236,1497,Thu Nov 08 13:19:48 +0000 2018
179,1060521091540680704,"6ix9ine always has time

https://t.co/ToBjF90FCP",111,15,Thu Nov 08 13:15:06 +0000 2018
180,1060519832440004608,Planned work on #SIRtrain [SIR] Tottenville-bound trains run on an adjusted schedule #MTA https://t.co/jh4U3Ctg8s,0,0,Thu Nov 08 13:10:06 +0000 2018
181,1060519684687192065,"The Sunbelt Strategy may be tempting to Dems, especially if Texas is now more competitive. But the Northern Path—Wisconsin, Michigan, Pennsylvania—sure looks a lot easier. What you really don't want it to get stuck in between the two, which is sort of what happened to Clinton.",1148,163,Thu Nov 08 13:09:30 +0000 2018
182,1060518993298182144,"Basically, a Democrat hoping to win the WH can undertake one of 2 strategies:
1) Northern Path—Flip WI, MI &amp; PA back to blue. Hold MN.
2) Sunbelt Strategy—Lose all the above states, but win FL and any of NC, AZ, TX(!), GA.",663,212,Thu Nov 08 13:06:46 +0000 2018
183,1060518580649811970,Why I Don't Wear a Suit and Can't Figure Out Why Anyone Does ! https://t.co/0FcmH6ZSOC via @wordpressdotcom,899,218,Thu Nov 08 13:05:07 +0000 2018
184,1060517571030642693,"Of course, Tuesday was a very blue night. But if you shift every state toward Republicans by 6 points, which roughly reflects what you'd get in a neutral political environment, here's what the map looks like. This looks like a pretty fair fight for the Electoral College. https://t.co/HKe1z66C22",348,113,Thu Nov 08 13:01:07 +0000 2018
185,1060517376729538568,"Travis really wanted people to vote

https://t.co/qSUq76Lnvq",121,20,Thu Nov 08 13:00:20 +0000 2018
186,1060517363613872128,Welcome to Atlanta https://t.co/EYm2tGsQEi,76,21,Thu Nov 08 13:00:17 +0000 2018
187,1060517194663112705,RT @maggiekb1: Remember kids: matching names between databases is not easy (if you care about accuracy) https://t.co/lkq35xXNfj,0,15,Thu Nov 08 12:59:37 +0000 2018
188,1060517110147887104,"Trae Young vs Frank Ntilikina PG Duel 2018.11.07 – Trae With 15-8, CLAMPED By Ntilikina! https://t.co/g9ctbru7i3",2,0,Thu Nov 08 12:59:17 +0000 2018
189,1060517002404659201,"Democrats did very well in Michigan, Wisconsin and Pennsylvania, which are basically the tipping-point states right now. I posted this map last night, but here's who won each state in the popular vote for the House in each state. Dark blue / dark red = won by at least 5 points. https://t.co/Q7PLB6d4Ob",715,310,Thu Nov 08 12:58:51 +0000 2018
